,question,answer,image_path
2732,is there not a brown shape in the image?,yes,./data/train/images/277.png
2733,what is the color of the shape?,gray,./data/train/images/278.png
2734,is there a circle in the image?,no,./data/train/images/278.png
2735,is there not a circle?,yes,./data/train/images/278.png
2736,is there a black shape in the image?,no,./data/train/images/278.png
2737,is there a blue shape?,no,./data/train/images/278.png
2738,is there a brown shape?,no,./data/train/images/278.png
2739,is there a brown shape in the image?,no,./data/train/images/278.png
2740,is a brown shape present?,no,./data/train/images/278.png
2741,what shape is in the image?,rectangle,./data/train/images/279.png
2742,what shape does the image contain?,rectangle,./data/train/images/279.png
2743,what is the brown shape?,rectangle,./data/train/images/279.png
2744,what is the color of the rectangle?,brown,./data/train/images/279.png
2745,does the image contain a rectangle?,yes,./data/train/images/279.png
2746,is a rectangle present?,yes,./data/train/images/279.png
2747,does the image not contain a circle?,yes,./data/train/images/279.png
2748,does the image not contain a black shape?,yes,./data/train/images/279.png
2749,is there a gray shape in the image?,no,./data/train/images/279.png
2750,is there a red shape in the image?,no,./data/train/images/279.png
2751,is a red shape present?,no,./data/train/images/279.png
2752,is there not a red shape in the image?,yes,./data/train/images/279.png
2753,is there not a green shape?,yes,./data/train/images/279.png
2754,does the image contain a teal shape?,no,./data/train/images/279.png
2755,does the image contain a brown shape?,yes,./data/train/images/279.png
2756,is there not a brown shape?,no,./data/train/images/279.png
2757,is there not a brown shape in the image?,no,./data/train/images/279.png
2758,what shape is present?,rectangle,./data/train/images/280.png
2759,what is the color of the shape?,blue,./data/train/images/280.png
2760,is a rectangle present?,yes,./data/train/images/280.png
2761,is a triangle present?,no,./data/train/images/280.png
2762,does the image contain a black shape?,no,./data/train/images/280.png
2763,does the image contain a gray shape?,no,./data/train/images/280.png
2764,is there a blue shape in the image?,yes,./data/train/images/280.png
2765,is there a teal shape in the image?,no,./data/train/images/280.png
2766,is there not a teal shape in the image?,yes,./data/train/images/280.png
2767,is there a brown shape?,no,./data/train/images/280.png
2768,is there a brown shape in the image?,no,./data/train/images/280.png
2769,does the image not contain a brown shape?,yes,./data/train/images/280.png
2770,what shape is present?,triangle,./data/train/images/281.png
2771,what shape does the image contain?,triangle,./data/train/images/281.png
2772,is there not a black shape?,yes,./data/train/images/281.png
2773,what is the brown shape?,circle,./data/train/images/282.png
2774,what is the color of the circle?,brown,./data/train/images/282.png
2775,what color is the shape?,brown,./data/train/images/282.png
2776,is a circle present?,yes,./data/train/images/282.png
2777,is there a black shape in the image?,no,./data/train/images/282.png
2778,is there not a red shape in the image?,yes,./data/train/images/282.png
2779,is there a blue shape in the image?,no,./data/train/images/282.png
2780,does the image contain a yellow shape?,no,./data/train/images/282.png
2781,is a yellow shape present?,no,./data/train/images/282.png
2782,is no brown shape present?,no,./data/train/images/282.png
2783,what shape is in the image?,circle,./data/train/images/283.png
2784,what shape is present?,circle,./data/train/images/283.png
2785,does the image contain a circle?,yes,./data/train/images/283.png
2786,is there not a red shape?,yes,./data/train/images/283.png
2787,is there a yellow shape?,no,./data/train/images/283.png
2788,does the image contain a yellow shape?,no,./data/train/images/283.png
2789,is there a brown shape?,no,./data/train/images/283.png
2790,does the image contain a brown shape?,no,./data/train/images/283.png
2791,what shape is in the image?,rectangle,./data/train/images/284.png
2792,what is the color of the rectangle?,green,./data/train/images/284.png
2793,what color is the shape?,green,./data/train/images/284.png
2794,is there not a rectangle?,no,./data/train/images/284.png
2795,is no rectangle present?,no,./data/train/images/284.png
2796,does the image not contain a circle?,yes,./data/train/images/284.png
2797,is no triangle present?,yes,./data/train/images/284.png
2798,is there a black shape in the image?,no,./data/train/images/284.png
2799,does the image not contain a black shape?,yes,./data/train/images/284.png
2800,is there a brown shape?,no,./data/train/images/284.png
2801,what is the gray shape?,triangle,./data/train/images/285.png
2802,what is the color of the triangle?,gray,./data/train/images/285.png
2803,what is the color of the shape?,gray,./data/train/images/285.png
2804,is there not a circle?,yes,./data/train/images/285.png
2805,is no red shape present?,yes,./data/train/images/285.png
2806,does the image contain a green shape?,no,./data/train/images/285.png
2807,is there a yellow shape in the image?,no,./data/train/images/285.png
2808,is there not a yellow shape?,yes,./data/train/images/285.png
2809,what shape is present?,circle,./data/train/images/286.png
2810,what color is the circle?,black,./data/train/images/286.png
2811,what is the color of the circle?,black,./data/train/images/286.png
2812,what color is the shape?,black,./data/train/images/286.png
2813,is no circle present?,no,./data/train/images/286.png
2814,is a gray shape present?,no,./data/train/images/286.png
2815,does the image contain a red shape?,no,./data/train/images/286.png
2816,is there a blue shape?,no,./data/train/images/286.png
2817,is there a blue shape in the image?,no,./data/train/images/286.png
2818,is a yellow shape present?,no,./data/train/images/286.png
2819,is there a teal shape in the image?,no,./data/train/images/286.png
2820,does the image contain a teal shape?,no,./data/train/images/286.png
2821,is there not a brown shape?,yes,./data/train/images/286.png
2822,does the image not contain a brown shape?,yes,./data/train/images/286.png
2823,what shape is in the image?,rectangle,./data/train/images/287.png
2824,what shape is present?,rectangle,./data/train/images/287.png
2825,what shape does the image contain?,rectangle,./data/train/images/287.png
2826,what color is the rectangle?,black,./data/train/images/287.png
2827,what color is the shape?,black,./data/train/images/287.png
2828,is there not a rectangle?,no,./data/train/images/287.png
2829,is a triangle present?,no,./data/train/images/287.png
2830,is there not a triangle?,yes,./data/train/images/287.png
2831,is there not a black shape in the image?,no,./data/train/images/287.png
2832,does the image not contain a gray shape?,yes,./data/train/images/287.png
2833,is a red shape present?,no,./data/train/images/287.png
2834,does the image contain a green shape?,no,./data/train/images/287.png
2835,is a yellow shape present?,no,./data/train/images/287.png
2836,what shape is in the image?,rectangle,./data/train/images/288.png
2837,what color is the shape?,teal,./data/train/images/288.png
2838,is no circle present?,yes,./data/train/images/288.png
2839,is no triangle present?,yes,./data/train/images/288.png
2840,is there not a black shape in the image?,yes,./data/train/images/288.png
2841,is there a gray shape?,no,./data/train/images/288.png
2842,does the image not contain a red shape?,yes,./data/train/images/288.png
2843,does the image not contain a blue shape?,yes,./data/train/images/288.png
2844,is there a teal shape?,yes,./data/train/images/288.png
2845,what shape is in the image?,triangle,./data/train/images/289.png
2846,is there a triangle?,yes,./data/train/images/289.png
2847,does the image not contain a gray shape?,yes,./data/train/images/289.png
2848,is there a green shape in the image?,no,./data/train/images/289.png
2849,is there a yellow shape?,no,./data/train/images/289.png
2850,is there a teal shape?,no,./data/train/images/289.png
2851,is there not a teal shape in the image?,yes,./data/train/images/289.png
2852,what shape is in the image?,circle,./data/train/images/290.png
2853,is there a rectangle in the image?,no,./data/train/images/290.png
2854,is there not a rectangle in the image?,yes,./data/train/images/290.png
2855,is there not a circle?,no,./data/train/images/290.png
2856,does the image not contain a triangle?,yes,./data/train/images/290.png
2857,is a black shape present?,no,./data/train/images/290.png
2858,does the image not contain a green shape?,yes,./data/train/images/290.png
2859,is there not a blue shape?,yes,./data/train/images/290.png
2860,does the image not contain a blue shape?,yes,./data/train/images/290.png
2861,is no yellow shape present?,no,./data/train/images/290.png
2862,is there not a brown shape?,yes,./data/train/images/290.png
2863,is there not a brown shape in the image?,yes,./data/train/images/290.png
2864,what is the teal shape?,circle,./data/train/images/291.png
2865,is there not a circle in the image?,no,./data/train/images/291.png
2866,does the image contain a triangle?,no,./data/train/images/291.png
2867,is there not a triangle in the image?,yes,./data/train/images/291.png
2868,does the image contain a black shape?,no,./data/train/images/291.png
2869,is there not a black shape?,yes,./data/train/images/291.png
